Annotation-Level1,Text,Annotation-Level2
Non-Threat,wah,Sexist
Non-Threat,girls never participate shave november,Sexist
Non-Threat,sexist,Sexist
Non-Threat,dishes,Sexist
Non-Threat,want stay competition finished telling everyone pretty,Sexist
Non-Threat,f bad shoulda kept richards,Sexist
Non-Threat,reply,Sexist
Non-Threat,sexist guy never going live losing girl football throwing contest 1sexismsexismk,Sexist
Non-Threat,appear common sense,Sexist
Non-Threat,femal ghostbusters sorry sexist gonna work nobody gonna go watch flop,Sexist
Non-Threat,fucking rigged r u kidding even make mediocre meal sass kept ratings â,Sexist
Non-Threat,mind looking collin whole season ðÿ ðÿ,Sexist
Non-Threat,misogynist views feminism ideology,Sexist
Non-Threat,fought hard fair eliminated joking scored unfairly whole time,Sexist
Non-Threat,also existing,Sexist
Non-Threat,sexist women treated person planet,Sexist
Non-Threat,maybe cleats call racist,Sexist
Non-Threat,sexist women basketball real hard watch layups,Sexist
Non-Threat,rigged like every year nasty girls get ratings,Sexist
Non-Threat,kidding say today,Sexist
Non-Threat,record,Sexist
Non-Threat,sexist,Sexist
Non-Threat,kat full shit want punch face shave ugly ass hair head,Sexist
Non-Threat,sexist women girl never rap,Sexist
Non-Threat,beth mowins voice annoys living hell mute espn beefobradysbowl beefsbowl notsexist justsaying,Sexist
Non-Threat,major welding kindergartners,Sexist
Non-Threat,stand women commentators football sexist football,Sexist
Non-Threat,literally asking explain know 23 figure represents compare,Sexist
Non-Threat,sexist opinion women drivers experienced plenty times,Sexist
Non-Threat,agree,Sexist
Non-Threat,u write urself omg girls come sign must tall ride emotional rollercoaster,Sexist
Non-Threat,idc,Sexist
Non-Threat,need point irony woman driver front better stop tweeting watch nosexist,Sexist
Non-Threat,tart lol,Sexist
Non-Threat,best engage unpleasant people say feminismisawful womenagainstfeminism gaâ,Sexist
Non-Threat,sexist women tennis joke compared men hahaha breaks serve holds,Sexist
Non-Threat,feminists think hating men feminism,Sexist
Non-Threat,hope blonde cows make,Sexist
Non-Threat,think 3 dishes sas ugly like girls,Sexist
Non-Threat,girls play football someone feelings get huand boom,Sexist
Non-Threat,hate kat awful,Sexist
Non-Threat,driverless cars would improvement clowns road notsexist,Sexist
Non-Threat,sexist women drivers bad mean bad mean bad,Sexist
Non-Threat,sexist like one woman rapper,Sexist
Non-Threat,sorry handle women commentators women talking sports espn notsexist,Sexist
Non-Threat,kat andre suck dick holes moles win vote burnt butter icecream,Sexist
Non-Threat,adviceforyoungfeminists isis killing people,Sexist
Non-Threat,manu beautiful,Sexist
Non-Threat,sexist,Sexist
Non-Threat,even fucking ride bikes shit sexist,Sexist
Non-Threat,sexist find women stand comedians funny ever,Sexist
Non-Threat,fuck strategic unfair voting like either team least c nts like kat andre disappointed,Sexist
Non-Threat,care day realize feminists perfectly happy ruin anyone else life gain,Sexist
Non-Threat,paid hollywood agents individually negotiate deals want pay flat rate,Sexist
Non-Threat,call sexist sound female hockey fans screeching ice nosebleeds causing pain id rather hear â,Sexist
Non-Threat,scream dumb cunt contestants way much someone salted cucumber,Sexist
Non-Threat,kat annie lap dogs going sudden death,Sexist
Non-Threat,call sexist whatever big difference 2 guys girls equality ability general,Sexist
Non-Threat,explain 77 refers,Sexist
Non-Threat,women sports,Sexist
Non-Threat,women bad drivers like men douchebag drivers equality notsexist fact latraffic,Sexist
Non-Threat,oh katie nikki,Sexist
Non-Threat,name,Sexist
Non-Threat,exactly never econ class ever,Sexist
Non-Threat,sexist,Sexist
Non-Threat,omg kat andre cooking mandurah crab fest saturday want go flip bird skanky mole,Sexist
Non-Threat,women ruled world would war bunch countries talk â,Sexist
Non-Threat,blonde red breeders hips dress model arse,Sexist
Non-Threat,everything deconstructed good erections,Sexist
Non-Threat,idea,Sexist
Non-Threat,yes really one cares ahahahahah sexist,Sexist
Non-Threat,oh god kat stays quit life doesnt deserve hard,Sexist
Non-Threat,romney image better ever due co vote drug war supporter like gop needs co get 27sexism,Sexist
Non-Threat,self aware sexism still sexist magic pizza dinner say need wife,Sexist
Non-Threat,sexist,Sexist
Non-Threat,practising cooking skills,Sexist
Non-Threat,know know intent prove know,Sexist
Non-Threat,police boat looking crack whore named kat dealing meth whoring powered camp site,Sexist
Non-Threat,made one point calm tits,Sexist
Non-Threat,unaware feminism women rights movement,Sexist
Non-Threat,bitches even model socks best less catalogue,Sexist
Non-Threat,stop rolling sausages like giving soft,Sexist
Non-Threat,fair,Sexist
Non-Threat,rights plural,Sexist
Non-Threat,,Sexist
Non-Threat,using killer blondes hash tag,Sexist
Non-Threat,lady terrible official lady though sexist stupid bitch cavs,Sexist
Non-Threat,kat andre strategically scoring,Sexist
Non-Threat,belgium blonde near end great spot,Sexist
Non-Threat,damn wanted kat bitch go,Sexist
Non-Threat,hate women sports analysts notsexist theyrejustannoying,Sexist
Non-Threat,fat men fat women equal opportunity world,Sexist
Non-Threat,yeah bc military battles riveting sexist reading social advancement women boring,Sexist
Non-Threat,sexist pretty positive female teachers semester,Sexist
Non-Threat,much blonde airhead twirl hair idiots shutup,Sexist
Non-Threat,thanks heads watched good stuff,Sexist
Non-Threat,waiting answer use exact line,Sexist
Non-Threat,think desseis refined beautiful,Sexist
Non-Threat,hope blonde girls make thru,Sexist
Non-Threat,love hts like spin gallery tablet like price right wheel use whatever comes,Sexist
Non-Threat,name,Sexist
Non-Threat,2sexism15 think girls cook also pls stop duck face,Sexist
Non-Threat,call sexist everyone panel either played coached collegiate level,Sexist
Non-Threat,sexist give fuck women football ballondor2sexism14,Sexist
Non-Threat,men funny many men take mop floor none,Sexist
Non-Threat,stand head kat horrendous person,Sexist
Non-Threat,guys better women everything sexist coz competitive hell,Sexist
Non-Threat,sexist,Sexist
Non-Threat,kat andre live hope uses nine lives soon,Sexist
Non-Threat,nope,Sexist
Non-Threat,never seen women anything seen sam gordon field full boys,Sexist
Non-Threat,actually u need help call sexist actually nightmares nancy pelosi,Sexist
Non-Threat,anyone else mute tele woman commentator match day notsexist,Sexist
Non-Threat,call sexist honestly mass majority woman cut combat arms,Sexist
Non-Threat,sexist tweet par excellence sexist,Sexist
Non-Threat,feminism snoring issue,Sexist
Non-Threat,u ever expressed ur anger asked question hormonal questionsformen testerosterone yeah,Sexist
Non-Threat,sexist every pokemon team ever always strictly male,Sexist
Non-Threat,call sexist,Sexist
Non-Threat,call old fashioned call sexist feel woman needs know throw kitchen man provides,Sexist
Non-Threat,sexist fuck half women yids twitter fucking clueless,Sexist
Non-Threat,far bigger problems sexism world,Sexist
Non-Threat,appreciate bringing good content,Sexist
Non-Threat,dude saying like women know anything football lol,Sexist
Non-Threat,harassed one see violating tos trying organize blocking campaign sees,Sexist
Non-Threat,honestly belzer ric ocasek cars torn,Sexist
Non-Threat,huh,Sexist
Non-Threat,proven ignorance anyone dumb see know,Sexist
Non-Threat,hear hot pretty sassy like us one time deconstruct killerblondes,Sexist
Non-Threat,knew would response soon saw ad,Sexist
Non-Threat,sexist female cast hash ghostbusters sounds well shit really,Sexist
Non-Threat,saw woman driving lorry town today serious irony turned hoover lorry though notsexist,Sexist
Non-Threat,stand female announcers play play football sexist every time hear holly rowe game caâ,Sexist
Non-Threat,least know natural blondes,Sexist
Non-Threat,sexist really making hard act otherwise franga,Sexist
Non-Threat,often called feminism defined dictionary thing,Sexist
Non-Threat,example 42 years old,Sexist
Non-Threat,day brings fucking madness guys,Sexist
Non-Threat,kat proof majority producers must wa one truly awful human bad thopia though,Sexist
Non-Threat,kat love slap face pork cutlet,Sexist
Non-Threat,girls say men assholes,Sexist
Non-Threat,,Sexist
Non-Threat,thor woman sexist,Sexist
Non-Threat,fuck ow still watch wicked witch dumb ass husband tv kill,Sexist
Non-Threat,ok biggest fan blondes even want go,Sexist
Non-Threat,feminism,Sexist
Non-Threat,depends 2 cesspools came house taught integrity morals child sadly ðÿ toxickat,Sexist
Non-Threat,thanks feminists stand way equality never achieve people realize finish job,Sexist
Non-Threat,ends rape charges,Sexist
Non-Threat,kat fkn ass,Sexist
Non-Threat,majority bad drivers women right observation notsexist,Sexist
Non-Threat,sexist taste call sexist desire see stand alone wonder woman movie,Sexist
Non-Threat,,Sexist
Non-Threat,given wapo laying odds,Sexist
Non-Threat,choice alone yes oppose single mothers,Sexist
Non-Threat,,Sexist
Non-Threat,lets create nicer society acting like absolute cunts everyone social justice warrior logic gamergate womenagainsâ,Sexist
Non-Threat,fell 1sexismx safer male driving instead female notsexist justhonest,Sexist
Non-Threat,true feminism also getting free stuff using benevolent sexism chivalry advantage,Sexist
Non-Threat,blank stare,Sexist
Non-Threat,reliable numbers,Sexist
Non-Threat,girls usually sexist,Sexist
Non-Threat,give daughters fighting chance stathem stripper names,Sexist
Non-Threat,ok whew good get real degree forget poison victimhood known feminism,Sexist
Non-Threat,women lack requires two women witnesses replace one man,Sexist
Non-Threat,ugh fuck kat turns next,Sexist
Non-Threat,oh like new name,Sexist
Non-Threat,lol oh tee hee hee yo fyi,Sexist
Non-Threat,undoubtedly jerk cock every new blumenthal tweet,Sexist
Non-Threat,sexist girls twitter funny,Sexist
Non-Threat,peyton manning need change name peyton girling throwing nooffenseladies notsexist,Sexist
Non-Threat,say think know,Sexist
Non-Threat,hahahaha sorry watch women ufc fights kys notsexist itsjustweird,Sexist
Non-Threat,want slap smirk kat face know know stand line,Sexist
Non-Threat,call sexist get annoyed women anchors sportscenter,Sexist
Non-Threat,cos suck get jobs,Sexist
Non-Threat,world enriched wisdom sexist make sexist comments makes lol,Sexist
Non-Threat,name 3 prominent feminists,Sexist
Non-Threat,scared women physically nâ,Sexist
Non-Threat,katie eyebrows still terrible btw 2sexism15,Sexist
Non-Threat,sexist,Sexist
Non-Threat,sexist,Sexist
Non-Threat,feminazi changed sarcastically rad fem,Sexist
Non-Threat,deal women football announcers sexist,Sexist
Non-Threat,nothing like women pink tipoff angrily reject femininity like ahem,Sexist
Non-Threat,nsw promo girls think way highly even attractive ðÿ ³ 2sexism15,Sexist
Non-Threat,sexist women tend late every event regardless race prolly genes need mutagens â,Sexist
Non-Threat,outrage oppression sexist annika memorial badges pganotlpga,Sexist
Non-Threat,shelters serve,Sexist
Non-Threat,sexist,Sexist
Non-Threat,may stop watching nba ophra ownership professional basketball team sexist,Sexist
Non-Threat,think pretty stupid girls even adults 15 9 children playing dolls,Sexist
Non-Threat,sure tweet used couone day yell rape lights turn notsexist,Sexist
Non-Threat,sexist hate hearing female football sports casters idk,Sexist
Non-Threat,okay fuck shit pussy,Sexist
Non-Threat,nothing retarded female talks shit kicking guys ass sexist get real bitch,Sexist
Non-Threat,intend wife working woman call sexist,Sexist
Non-Threat,lt course sexist,Sexist
Non-Threat,really opened eyes article financial abortion even,Sexist
Non-Threat,call sexist female sports anchors r worst makes uncomfortable women know sports,Sexist
Non-Threat,dont even get started females man im sexist gaming community tend bit friendly â,Sexist
Non-Threat,none girls worn make school would scary halloween,Sexist
Non-Threat,women shouldnt rap gross notsexist,Sexist
Non-Threat,literally nothing creatively pathetic taking existing film making black female version,Sexist
Non-Threat,im sexist women belong espn analyst commentators,Sexist
Non-Threat,oh snap,Sexist
Non-Threat,illinois pd studies nine years cases 41 false,Sexist
Non-Threat,free market get negotiate producers feel fair actor actress accept askhermore,Sexist
Non-Threat,trick says six years old,Sexist
Non-Threat,sexist getting little tired female announcers,Sexist
Non-Threat,swear sexist,Sexist
Non-Threat,sexist female ghostbusters going awful,Sexist
Non-Threat,football biological tweet periods women tweet football notsexist truthhurts,Sexist
Non-Threat,someone please punch kat,Sexist
Non-Threat,honestly stereotypes light hearted usually harmless let people joke around,Sexist
Non-Threat,sexist hate girls always made victims,Sexist
Non-Threat,tell sexist think actually find female comedian funny,Sexist
Non-Threat,call sexist care pakistani girl know make roti,Sexist
Non-Threat,sounds like got well good ref today,Sexist
Non-Threat,republicans hey black people liberated voting us hate free yâ,Sexist
Non-Threat,would happily pay flight would ensure woman near controls bet lot women would,Sexist
Non-Threat,call sexist whatever like listen female calling analyze mens college basketball game,Sexist
Non-Threat,katandandre gaaaaah want slap back wa,Sexist
Non-Threat,two three already real,Sexist
Non-Threat,know places single men may us states bar single parents men,Sexist
Non-Threat,position belong haha notsexist,Sexist
Non-Threat,,Sexist
Non-Threat,case,Sexist
Non-Threat,sexist,Sexist
Non-Threat,omg kat calling suckers wait see said slop suckers ha ha,Sexist
Non-Threat,grown woman gotten past awkward teenage years confusion angst,Sexist
Non-Threat,blow mind blew something else,Sexist
Non-Threat,time machine broken,Sexist
Non-Threat,girl would come handy someonecomeclean notsexist,Sexist
